,location,total_sqft,bath,price,bhk
7889,Talaghattapura,2106.0,3.0,148.0,3.0
7890,Talaghattapura,921.0,2.0,29.47,2.0
7892,Talaghattapura,1856.0,3.0,135.0,3.0
7893,Talaghattapura,2273.0,3.0,159.0,3.0
7894,Talaghattapura,2099.0,3.0,147.0,3.0
7895,Talaghattapura,1040.0,2.0,33.28,2.0
7896,Talaghattapura,1100.0,2.0,50.0,2.0
7898,Talaghattapura,1100.0,2.0,49.49,2.0
7899,Talaghattapura,1100.0,2.0,32.0,2.0
7900,Talaghattapura,1575.0,3.0,80.0,3.0
7901,Talaghattapura,2273.0,3.0,145.0,3.0
7902,Talaghattapura,921.0,2.0,29.47,2.0
7903,Talaghattapura,1175.0,2.0,62.0,2.0
7904,Talaghattapura,1804.0,3.0,127.0,3.0
7905,Talaghattapura,1062.0,2.0,42.48,2.0
7906,Talaghattapura,2940.5,3.0,122.0,3.0
7907,Talaghattapura,1800.0,3.0,84.0,3.0
7908,Talaghattapura,2265.0,3.0,159.0,3.0
7909,Talaghattapura,2099.0,3.0,134.0,3.0
7910,Thanisandra,510.0,1.0,25.25,1.0
7911,Thanisandra,1296.0,2.0,80.0,2.0
7912,Thanisandra,1436.0,3.0,74.75,3.0
7913,Thanisandra,1735.0,3.0,135.0,3.0
7914,Thanisandra,2050.0,3.0,145.0,3.0
7915,Thanisandra,2144.0,3.0,145.0,3.0
7918,Thanisandra,1702.0,3.0,130.0,3.0
7920,Thanisandra,445.0,1.0,28.0,1.0
7921,Thanisandra,1296.0,2.0,83.0,2.0
7925,Thanisandra,1825.0,3.0,100.0,3.0
7926,Thanisandra,2144.0,3.0,135.0,3.0
7927,Thanisandra,1240.0,2.0,62.0,3.0
7929,Thanisandra,1093.0,2.0,70.0,2.0
7931,Thanisandra,1265.0,2.0,79.0,3.0
7932,Thanisandra,1651.0,3.0,97.38,3.0
7934,Thanisandra,1265.0,2.0,85.0,2.0
7935,Thanisandra,510.0,1.0,25.25,1.0
7937,Thanisandra,1086.5,2,48.145,1.0
7938,Thanisandra,1564.0,3.0,101.0,3.0
7941,Thanisandra,1847.0,3.0,123.0,3.0
7943,Thanisandra,1800.0,3.0,90.0,3.0
7944,Thanisandra,1697.0,3.0,114.0,3.0
7947,Thanisandra,3500.0,5.0,160.0,6.0
7948,Thanisandra,1573.0,3.0,95.0,3.0
7949,Thanisandra,1917.0,3.0,122.0,3.0
7950,Thanisandra,693.0,1.0,34.3,1.0
7951,Thanisandra,1098.0,2.0,68.0,2.0
7952,Thanisandra,760.0,1.0,50.3,1.0
7955,Thanisandra,2002.0,3.0,112.0,3.0
7956,Thanisandra,1634.0,3.0,78.0,3.0
7958,Thanisandra,2000.0,3.0,99.0,3.0
7960,Thanisandra,1588.0,3.0,75.55,3.0
7961,Thanisandra,1697.0,3.0,115.0,3.0
7963,Thanisandra,1380.0,1.0,62.1,1.0
7964,Thanisandra,923.0,1.0,60.84,1.0
7965,Thanisandra,1743.0,3.0,93.25,3.0
7966,Thanisandra,923.0,1.0,45.69,1.0
7968,Thanisandra,3216.0,4.0,226.0,4.0
7969,Thanisandra,1296.0,2.0,72.0,2.0
7972,Thanisandra,1874.0,4.0,130.0,3.0
7973,Thanisandra,1698.0,3.0,102.0,3.0
7974,Thanisandra,1411.0,3.0,93.04,3.0
7975,Thanisandra,1996.0,3.0,135.0,3.0
7976,Thanisandra,1801.0,3.0,115.0,3.0
7977,Thanisandra,1678.0,3.0,125.0,3.0
7978,Thanisandra,1265.0,2.0,82.0,2.0
7980,Thanisandra,1917.0,4.0,113.0,3.0
7981,Thanisandra,662.0,1.0,42.0,1.0
7983,Thanisandra,1948.0,3.0,130.0,3.0
7984,Thanisandra,1690.0,3.0,125.0,3.0
7987,Thanisandra,1922.0,3.0,106.0,3.0
7988,Thanisandra,965.0,2.0,67.0,2.0
7990,Thanisandra,1098.0,2.0,74.0,2.0
7992,Thanisandra,1795.0,3.0,140.0,3.0
7994,Thanisandra,1564.0,3.0,104.0,3.0
7997,Thanisandra,1241.0,2.0,61.0,3.0
7999,Thanisandra,1200.0,2.0,65.0,3.0
8001,Thanisandra,1732.0,3.0,85.73,3.0
8002,Thanisandra,1917.0,4.0,100.0,3.0
8004,Thanisandra,2127.0,3.0,135.0,3.0
8007,Thanisandra,1276.0,2.0,75.0,2.0
8008,Thanisandra,693.0,1.0,34.3,1.0
8009,Thanisandra,2259.0,5.0,135.0,4.0
8010,Thanisandra,1265.0,2.0,78.0,2.0
8011,Thanisandra,1732.0,3.0,85.73,3.0
8014,Thanisandra,934.0,2.0,55.0,2.0
8016,Thanisandra,1056.0,2.0,68.0,2.0
8017,Thanisandra,1595.0,3.0,110.0,3.0
8018,Thanisandra,1411.0,3.0,93.15,3.0
8022,Thanisandra,1093.0,2.0,68.1,2.0
8025,Thanisandra,1093.0,2.0,72.0,2.0
8028,Thanisandra,1698.0,3.0,107.0,3.0
8030,Thanisandra,1564.0,3.0,105.0,3.0
8031,Thanisandra,1265.0,2.0,83.0,2.0
8032,Thanisandra,2280.0,4.0,184.0,3.0
8033,Thanisandra,1165.5,1.0,35.285,1.0
8034,Thanisandra,965.0,2.0,56.0,2.0
8035,Thanisandra,1546.0,3.0,95.0,3.0
8036,Thanisandra,1795.0,3.0,150.0,3.0
8037,Thanisandra,1087.0,1.0,38.535,1.0
8039,Thanisandra,1697.0,3.0,110.0,3.0
8040,Thanisandra,1492.0,3.0,88.0,3.0
8041,Thanisandra,2072.0,3.0,122.0,3.0
8042,Thanisandra,1595.0,3.0,120.0,3.0
8043,Thanisandra,1880.0,3.0,120.0,3.0
8044,Thanisandra,760.0,1.0,50.0,1.0
8046,Thanisandra,1800.0,4.0,125.0,3.0
8047,Thanisandra,933.0,2.0,58.0,1.0
8048,Thanisandra,1917.0,3.0,110.0,3.0
8049,Thanisandra,1996.0,4.0,123.0,3.0
8050,Thanisandra,1183.0,2.0,77.25,2.0
8051,Thanisandra,1491.0,3.0,88.0,3.0
8052,Thanisandra,1881.0,3.0,95.0,3.0
8053,Thanisandra,662.0,1.0,29.0,1.0
8055,Thanisandra,1564.0,3.0,100.0,3.0
8056,Thanisandra,663.0,1.0,46.1,1.0
8057,Thanisandra,662.0,1.0,45.0,1.0
8058,Thanisandra,1573.0,3.0,98.0,3.0
8059,Thanisandra,1262.0,2.0,83.0,3.0
8060,Thanisandra,1056.0,2.0,65.0,2.0
8062,Thanisandra,1702.0,3.0,115.0,3.0
8063,Thanisandra,1343.0,2.0,75.0,2.0
8064,Thanisandra,1935.0,4.0,122.0,3.0
8065,Thanisandra,933.0,2.0,55.0,2.0
8067,Thanisandra,1183.0,2.0,77.3,2.0
8069,Thanisandra,662.0,1.0,38.0,1.0
8070,Thanisandra,1265.0,2.0,72.0,2.0
8071,Thanisandra,1595.0,3.0,105.0,3.0
8074,Thanisandra,1241.0,2.0,65.0,3.0
8075,Thanisandra,580.0,1.0,27.5,1.0
8076,Thanisandra,2087.0,4.0,139.0,3.0
8077,Thanisandra,2050.0,3.0,150.0,3.0
8080,Thanisandra,1098.0,2.0,71.0,2.0
8081,Thanisandra,1411.0,3.0,93.25,3.0
8082,Thanisandra,1262.0,2.0,65.0,3.0
8085,Thanisandra,1732.0,3.0,112.0,3.0
8086,Thanisandra,933.0,2.0,66.0,2.0
8087,Thanisandra,933.0,1.0,61.0,1.0
8088,Thanisandra,1702.0,3.0,107.0,3.0
8090,Thanisandra,1089.0,1.0,34.355,1.0
8091,Thanisandra,2030.0,4.0,125.0,3.0
8093,Thanisandra,663.0,1.0,46.0,1.0
8094,Thanisandra,1411.0,3.0,100.0,3.0
8095,Thanisandra,1702.0,3.0,120.0,3.0
8098,Thanisandra,1948.0,4.0,129.0,4.0
8099,Thanisandra,3600.0,9.0,125.0,8.0
8100,Thanisandra,1573.0,3.0,90.0,3.0
8101,Thanisandra,1056.0,2.0,70.0,2.0
8104,Thanisandra,1719.0,3.0,135.0,3.0
8105,Thanisandra,1595.0,3.0,96.0,3.0
8106,Thanisandra,1698.0,3.0,125.0,3.0
8107,Thanisandra,1732.0,3.0,85.73,3.0
8110,Thanisandra,1056.0,2.0,75.0,2.0
8111,Thanisandra,1245.0,2.0,83.05,2.0
8112,Thanisandra,2695.0,4.0,188.0,4.0
8114,Thanisandra,1261.0,2.0,80.0,3.0
8116,Thanisandra,1884.0,4.0,117.0,3.0
8117,Thanisandra,965.0,2.0,54.0,2.0
8118,Thanisandra,1930.0,4.0,122.0,3.0
8119,Thanisandra,1087.0,1.0,38.46,1.0
8121,Thanisandra,1241.0,2.0,68.0,3.0
8122,Thanisandra,2999.97,6.0,110.0,6.0
8123,Thanisandra,1930.0,4.0,120.0,3.0
8124,Thanisandra,760.0,1.0,50.4,1.0
8125,Thanisandra,663.0,1.0,32.82,1.0
8127,Thanisandra,1801.0,3.0,115.0,3.0
8128,Thanisandra,1806.0,6.0,116.0,3.0
8129,Thanisandra,3671.0,4.0,220.0,4.0
8130,Thanisandra,1573.0,3.0,115.0,3.0
8132,Thanisandra,1305.0,2.0,90.0,2.0
8134,Thanisandra,1965.0,4.0,125.0,3.0
8136,Thanisandra,1694.0,3.0,125.0,3.0
8137,Thanisandra,1573.0,3.0,100.0,3.0
8140,Thanisandra,1917.0,4.0,130.0,4.0
8142,Thigalarapalya,3122.0,6.0,230.0,4.0
8144,Thigalarapalya,1297.0,2.0,112.0,2.0
8145,Thigalarapalya,1297.0,2.0,103.0,2.0
8146,Thigalarapalya,1418.0,2.0,95.0,2.0
8147,Thigalarapalya,3122.0,6.0,235.0,4.0
8148,Thigalarapalya,3122.0,6.0,245.0,4.0
8150,Thigalarapalya,1418.0,2.0,103.0,2.0
8151,Thigalarapalya,1418.0,2.0,101.0,2.0
8152,Thigalarapalya,1165.0,2.0,95.0,2.0
8153,Thigalarapalya,1418.0,2.0,104.0,2.0
8157,Thigalarapalya,1418.0,2.0,103.0,2.0
8158,Thigalarapalya,2072.0,4.0,159.0,3.0
8160,Thigalarapalya,1418.0,2.0,106.0,2.0
8162,Thigalarapalya,1418.0,2.0,104.0,2.0
8163,Thigalarapalya,3122.0,6.0,237.0,4.0
8164,Thigalarapalya,1418.0,2.0,105.0,2.0
8165,Thigalarapalya,1418.0,2.0,104.0,2.0
8168,Thigalarapalya,1418.0,2.0,106.0,2.0
8170,Thigalarapalya,1830.0,4.0,150.0,3.0
8172,Thigalarapalya,1418.0,2.0,105.0,2.0
8173,Thigalarapalya,2072.0,4.0,160.0,3.0
8175,Thigalarapalya,1245.0,2.0,100.0,2.0
8178,Thigalarapalya,2072.0,4.0,160.0,3.0
8180,Thigalarapalya,3122.0,6.0,235.0,4.0
8183,Thigalarapalya,2072.0,4.0,157.0,3.0
8184,Thigalarapalya,1418.0,2.0,105.0,2.0
8185,Thigalarapalya,3362.0,5.0,249.0,4.0
8186,Thigalarapalya,3122.0,6.0,245.0,4.0
8187,Thigalarapalya,1245.0,2.0,100.0,2.0
8188,Thigalarapalya,1830.0,4.0,150.0,3.0
8191,Thigalarapalya,4190.0,4.0,325.0,4.0
8195,Thigalarapalya,1400.0,2.0,105.0,2.0
8197,Thigalarapalya,3122.0,6.0,250.0,4.0
8198,Thigalarapalya,1297.0,2.0,98.0,2.0
8200,Thubarahalli,3800.0,4.0,239.0,4.0
8201,Thubarahalli,1200.0,2.0,78.0,2.0
8202,Thubarahalli,1128.0,2.0,75.0,2.0
8203,Thubarahalli,1185.0,2.0,65.0,2.0
8204,Thubarahalli,1626.0,2.0,120.0,3.0
8205,Thubarahalli,975.0,2.0,55.0,2.0
8206,Thubarahalli,1330.0,2.0,75.0,2.0
8207,Thubarahalli,1085.0,2.0,70.0,2.0
8208,Thubarahalli,1216.0,2.0,80.0,2.0
8209,Thubarahalli,1200.0,2.0,79.0,2.0
8210,Thubarahalli,1200.0,2.0,80.0,2.0
8211,Thubarahalli,1200.0,2.0,79.55,2.0
8212,Thubarahalli,1200.0,2.0,47.0,2.0
8214,Thubarahalli,2625.0,3.0,175.0,3.0
8216,Thubarahalli,975.0,2.0,50.0,2.0
8221,Thubarahalli,1584.0,3.0,101.0,3.0
8222,Thyagaraja Nagar,800.0,1.0,100.0,1.0
8223,Thyagaraja Nagar,2000.0,4.0,145.0,5.0
8224,Thyagaraja Nagar,660.0,1.0,95.0,1.0
8225,Thyagaraja Nagar,3000.0,6.0,180.0,7.0
8226,Thyagaraja Nagar,1270.0,2.0,95.25,3.0
8227,Thyagaraja Nagar,1040.0,2.0,68.0,2.0
8228,Thyagaraja Nagar,1675.0,1.0,241.0,1.0
8229,Tindlu,1500.0,2.0,87.0,3.0
8230,Tindlu,7500.0,7.0,400.0,7.0
8231,Tindlu,1357.0,2.0,65.0,3.0
8232,Tindlu,1500.0,3.0,87.0,3.0
8233,Tindlu,1180.0,2.0,52.0,2.0
8234,Tindlu,1370.07,3.0,65.0,3.0
8235,Tindlu,1165.0,2.0,59.8,2.0
8236,Tindlu,1050.0,2.0,55.0,2.0
8237,Tindlu,1100.0,2.0,55.0,2.0
8238,Tumkur Road,1500.0,3.0,95.0,3.0
8239,Tumkur Road,1779.0,3.0,112.0,3.0
8240,Tumkur Road,1586.0,3.0,100.0,3.0
8241,Tumkur Road,1098.0,2.0,72.0,2.0
8242,Tumkur Road,1354.0,3.0,90.0,3.0
8243,Tumkur Road,1240.0,2.0,84.0,3.0
8244,Tumkur Road,998.0,1.0,30.09,1.0
8245,Tumkur Road,1239.0,2.0,82.0,2.0
8246,Tumkur Road,1246.0,2.0,82.0,2.0
8248,Tumkur Road,1675.5,2.0,48.905,2.0
8249,Tumkur Road,1500.0,3.0,100.0,3.0
8251,Tumkur Road,1459.0,2.0,110.0,3.0
8252,Tumkur Road,1416.0,3.0,94.0,3.0
8253,Tumkur Road,1027.0,2.0,60.0,2.0
8254,Tumkur Road,1027.0,2.0,68.62,2.0
8255,Tumkur Road,1459.0,2.0,95.0,3.0
8256,Tumkur Road,992.0,2.0,60.0,2.0
8257,Tumkur Road,1066.0,2.0,52.5,2.0
8258,Tumkur Road,4800.0,5.0,150.0,5.0
8259,Tumkur Road,1026.5,1.0,31.315,1.0
8260,Tumkur Road,708.0,2.0,32.0,2.0
8261,Tumkur Road,1240.0,2.0,79.0,3.0
8262,Tumkur Road,1441.0,2.0,95.0,3.0
8263,Tumkur Road,1240.0,2.0,83.0,3.0
8264,Tumkur Road,1035.0,2.0,39.0,2.0
8265,Tumkur Road,1027.0,2.0,67.0,2.0
8267,Tumkur Road,992.0,2.0,70.0,2.0
8268,Tumkur Road,1354.0,3.0,85.86,3.0
8269,Ulsoor,2135.0,3.0,215.0,3.0
8270,Ulsoor,2700.0,3.0,450.0,3.0
8271,Ulsoor,1275.0,2.0,120.0,2.0
8272,Ulsoor,1020.0,3.0,110.0,3.0
8273,Ulsoor,1200.0,2.0,60.0,2.0
8274,Ulsoor,1180.0,2.0,100.0,2.0
8275,Ulsoor,1340.0,3.0,90.0,3.0
8276,Ulsoor,1500.0,2.0,125.0,3.0
8277,Ulsoor,2000.0,3.0,185.0,3.0
8279,Ulsoor,1255.0,2.0,120.0,2.0
8281,Ulsoor,1685.0,4.0,185.0,3.0
8282,Ulsoor,840.0,1.0,150.0,1.0
8284,Ulsoor,2135.0,3.0,170.0,3.0
8285,Ulsoor,1160.0,2.0,130.0,2.0
8286,Uttarahalli,1440.0,2.0,62.0,3.0
8287,Uttarahalli,1143.0,2.0,45.0,2.0
8288,Uttarahalli,1020.0,2.0,45.0,2.0
8289,Uttarahalli,1286.0,2.0,63.0,2.0
8290,Uttarahalli,1101.0,2.0,45.0,2.0
8291,Uttarahalli,1345.0,2.0,67.0,2.0
8295,Uttarahalli,1175.0,2.0,47.0,2.0
8296,Uttarahalli,1390.0,2.0,62.55,3.0
8297,Uttarahalli,1330.0,2.0,56.0,3.0
8298,Uttarahalli,1008.0,2.0,45.0,2.0
8299,Uttarahalli,1390.0,2.0,60.47,3.0
8301,Uttarahalli,1150.0,2.0,49.0,2.0
8302,Uttarahalli,1330.0,2.0,56.0,3.0
8303,Uttarahalli,1200.0,2.0,44.0,2.0
8306,Uttarahalli,882.0,2.0,30.0,2.0
8307,Uttarahalli,993.0,2.0,39.71,2.0
8308,Uttarahalli,1045.0,2.0,45.0,2.0
8309,Uttarahalli,850.0,2.0,37.93,2.0
8311,Uttarahalli,3600.0,6.0,120.0,6.0
8312,Uttarahalli,1788.0,3.0,98.34,3.0
8313,Uttarahalli,1345.0,2.0,57.0,3.0
8314,Uttarahalli,1089.0,2.0,43.55,2.0
8316,Uttarahalli,1279.0,2.0,48.0,2.0
8318,Uttarahalli,1425.0,2.0,64.0,3.0
8319,Uttarahalli,1155.0,2.0,40.42,2.0
8320,Uttarahalli,1050.0,2.0,42.0,2.0
8321,Uttarahalli,1300.0,2.0,55.0,3.0
8322,Uttarahalli,1250.0,2.0,55.0,3.0
8323,Uttarahalli,1700.0,3.0,88.0,3.0
8324,Uttarahalli,1200.0,3.0,50.0,3.0
8325,Uttarahalli,1085.0,2.0,43.0,2.0
8327,Uttarahalli,1175.0,2.0,47.0,2.0
8328,Uttarahalli,1689.28,3.0,91.2,3.0
8329,Uttarahalli,1310.0,2.0,85.0,3.0
8330,Uttarahalli,1175.0,2.0,47.0,2.0
8331,Uttarahalli,1137.0,2.0,63.0,2.0
8332,Uttarahalli,1315.0,2.0,74.0,3.0
8333,Uttarahalli,1215.0,2.0,52.85,3.0
8335,Uttarahalli,1325.0,2.0,53.0,2.0
8336,Uttarahalli,1300.0,2.0,60.0,3.0
8337,Uttarahalli,850.0,2.0,35.0,2.0
8338,Uttarahalli,1627.86,3.0,88.0,3.0
8340,Uttarahalli,1360.0,2.0,61.2,3.0
8341,Uttarahalli,1280.0,2.0,75.0,2.0
8342,Uttarahalli,661.0,1.0,36.0,1.0
8343,Uttarahalli,1134.0,2.0,45.36,2.0
8345,Uttarahalli,1320.0,2.0,55.44,3.0
8346,Uttarahalli,1390.0,2.0,61.16,3.0
8347,Uttarahalli,1090.0,2.0,45.0,2.0
8348,Uttarahalli,1050.0,2.0,42.0,2.0
8349,Uttarahalli,1123.0,2.0,48.0,2.0
8350,Uttarahalli,1329.0,2.0,56.0,3.0
8351,Uttarahalli,938.0,2.0,35.0,2.0
8354,Uttarahalli,1100.0,1.0,45.0,2.0
8355,Uttarahalli,1125.0,2.0,47.0,2.0
8357,Uttarahalli,1685.0,3.0,85.0,3.0
8358,Uttarahalli,1390.0,2.0,62.55,3.0
8360,Uttarahalli,1180.0,2.0,41.3,2.0
8361,Uttarahalli,1380.0,2.0,42.0,2.0
8362,Uttarahalli,1737.0,2.0,95.0,3.0
8364,Uttarahalli,1160.0,2.0,45.0,2.0
8365,Uttarahalli,1280.0,2.0,60.0,3.0
8367,Uttarahalli,1190.0,2.0,53.55,2.0
8368,Uttarahalli,1330.0,2.0,57.0,3.0
8369,Uttarahalli,1560.0,3.0,74.0,3.0
8371,Uttarahalli,1125.0,2.0,48.0,2.0
8372,Uttarahalli,1320.0,2.0,55.44,3.0
8374,Uttarahalli,1160.0,2.0,40.6,2.0
8376,Uttarahalli,1163.0,2.0,68.0,2.0
8378,Uttarahalli,1065.0,2.0,42.59,2.0
8379,Uttarahalli,1075.0,2.0,46.76,2.0
8380,Uttarahalli,1155.0,2.0,40.6,2.0
8381,Uttarahalli,1150.0,2.0,70.0,2.0
8384,Uttarahalli,1099.0,2.0,65.0,2.0
8385,Uttarahalli,1215.0,2.0,52.85,3.0
8387,Uttarahalli,1180.0,2.0,41.3,2.0
8390,Uttarahalli,1002.0,2.0,40.08,2.0
8391,Uttarahalli,1002.0,2.0,40.08,2.0
8392,Uttarahalli,1075.0,2.0,40.0,2.0
8394,Uttarahalli,1155.0,2.0,40.43,2.0
8396,Uttarahalli,1025.0,2.0,35.88,2.0
8397,Uttarahalli,1125.0,2.0,47.65,2.0
8398,Uttarahalli,1300.0,2.0,55.0,2.0
8399,Uttarahalli,1025.0,2.0,35.88,2.0
8400,Uttarahalli,980.0,2.0,45.0,2.0
8401,Uttarahalli,1125.0,2.0,47.0,2.0
8406,Uttarahalli,1175.0,2.0,47.0,2.0
8410,Uttarahalli,1265.0,2.0,65.0,3.0
8413,Uttarahalli,1213.0,2.0,48.0,2.0
8415,Uttarahalli,900.0,2.0,35.0,2.0
8416,Uttarahalli,1065.0,2.0,42.6,2.0
8419,Uttarahalli,1125.0,2.0,47.0,2.0
8420,Uttarahalli,1270.0,2.0,55.25,3.0
8421,Uttarahalli,1270.0,2.0,55.25,3.0
8422,Uttarahalli,1107.0,2.0,45.0,2.0
8423,Uttarahalli,1200.0,2.0,55.0,2.0
8425,Uttarahalli,1460.0,3.0,76.0,3.0
8426,Uttarahalli,1500.0,3.0,68.0,3.0
8427,Uttarahalli,1120.0,2.0,50.0,2.0
8428,Uttarahalli,1150.0,2.0,46.0,2.0
8429,Uttarahalli,1330.0,2.0,58.0,3.0
8431,Uttarahalli,1050.0,2.0,42.0,2.0
8432,Uttarahalli,1125.0,2.0,48.0,2.0
8434,Uttarahalli,1345.0,2.0,57.0,3.0
8435,Uttarahalli,1345.0,2.0,57.0,3.0
8437,Uttarahalli,1000.0,2.0,52.0,2.0
8438,Uttarahalli,1037.0,2.0,36.0,2.0
8440,Uttarahalli,1000.0,2.0,39.5,2.0
8441,Uttarahalli,1125.0,1.0,45.0,2.0
8443,Uttarahalli,1160.0,2.0,40.58,2.0
8444,Uttarahalli,1123.0,2.0,60.0,2.0
8446,Uttarahalli,1000.0,2.0,35.0,2.0
8447,Uttarahalli,1330.0,2.0,57.0,3.0
8448,Uttarahalli,1125.0,2.0,47.0,2.0
8449,Uttarahalli,1165.0,1.0,42.09,2.0
8450,Uttarahalli,1260.0,2.0,55.0,2.0
8451,Uttarahalli,1284.0,2.0,53.36,2.0
8452,Uttarahalli,1150.0,2.0,45.99,2.0
8454,Uttarahalli,1290.0,2.0,56.12,3.0
8455,Uttarahalli,1328.0,2.0,56.0,3.0
8456,Uttarahalli,1040.0,2.0,36.4,2.0
8457,Uttarahalli,1290.0,2.0,56.12,3.0
8459,Uttarahalli,1075.0,2.0,46.76,2.0
8460,Uttarahalli,1345.0,2.0,57.0,3.0
8461,Varthur,1160.0,2.0,44.0,2.0
8462,Varthur,1091.0,2.0,34.9,2.0
8463,Varthur,1385.0,2.0,80.0,2.0
8464,Varthur,1000.0,1.0,70.0,1.0
8465,Varthur,1535.0,3.0,65.99,3.0
8466,Varthur,1024.0,2.0,42.0,2.0
8467,Varthur,1125.0,2.0,40.0,2.0
8468,Varthur,1012.0,2.0,66.5,2.0
8469,Varthur,1112.0,2.0,40.0,2.0
8470,Varthur,2145.0,3.0,175.0,3.0
8471,Varthur,1055.0,2.0,45.35,2.0
8472,Varthur,1280.0,2.0,65.0,2.0
8473,Varthur,977.0,2.0,36.0,2.0
8474,Varthur,1091.0,2.0,32.0,2.0
8475,Varthur,1250.0,3.0,71.0,3.0
8476,Varthur,1200.0,3.0,67.75,3.0
8478,Varthur,1111.0,2.0,41.88,2.0
8479,Varthur,1097.0,2.0,33.82,2.0
8480,Varthur,4500.0,5.0,300.0,4.0
8481,Varthur,1140.0,2.0,55.5,2.0
8482,Varthur,1012.0,2.0,59.0,2.0
8483,Varthur,1600.0,4.0,112.0,4.0
8484,Varthur,1140.0,2.0,39.9,2.0
8485,Varthur,1090.0,2.0,48.0,2.0
8486,Varthur,1450.0,3.0,71.0,3.0
8487,Varthur,1210.0,2.0,60.0,2.0
8488,Varthur,1070.0,2.0,46.0,2.0
8489,Varthur,1360.0,2.0,85.0,3.0
8490,Varthur,1083.0,2.0,28.0,2.0
8491,Varthur,965.0,2.0,34.0,2.0
8492,Varthur,1120.0,2.0,44.24,2.0
8493,Varthur,2145.0,3.0,165.0,3.0
8494,Varthur,1395.0,2.0,79.0,3.0
8495,Varthur,1085.0,2.0,45.0,2.0
8496,Varthur,1250.0,2.0,47.0,2.0
8497,Varthur,1200.0,3.0,68.38,3.0
8499,Varthur,1155.0,2.0,60.0,2.0
8500,Varthur,1035.0,2.0,60.0,2.0
8501,Varthur,1100.0,2.0,72.0,2.0
8502,Varthur,1091.0,2.0,33.82,2.0
8503,Varthur,1155.0,2.0,39.0,2.0
8504,Varthur,1180.0,2.0,55.0,2.0
8506,Varthur,1738.0,2.0,57.35,2.0
8507,Varthur,986.0,2.0,30.0,2.0
8508,Varthur,1045.0,2.0,40.65,2.0
8509,Varthur,1155.0,2.0,39.0,2.0
8510,Varthur,674.0,1.0,19.9,2.0
8511,Varthur,1615.0,3.0,69.43,3.0
8512,Varthur,1210.0,2.0,64.15,2.0
8514,Varthur,1402.0,2.0,95.0,2.0
8515,Varthur,1105.0,2.0,38.0,2.0
8516,Varthur,2145.0,3.0,170.0,3.0
8517,Varthur,1560.0,3.0,90.0,3.0
8518,Varthur,1760.0,2.0,85.0,2.0
8519,Varthur,1210.0,2.0,54.0,2.0
8520,Varthur,1112.0,2.0,40.0,2.0
8521,Varthur,986.0,2.0,31.0,2.0
8523,Varthur,1000.0,1.0,65.0,2.0
8524,Varthur,2160.0,3.0,170.0,3.0
8525,Varthur,1665.0,3.0,71.58,3.0
8526,Varthur Road,1083.0,2.0,61.75,2.0
8527,Varthur Road,2760.0,4.0,155.0,4.0
8528,Varthur Road,900.0,2.0,27.0,2.0
8529,Varthur Road,1655.0,3.0,115.0,3.0
8530,Varthur Road,1300.0,3.0,75.0,4.0
8531,Varthur Road,1190.5,2.0,19.33,2.0
8532,Varthur Road,1277.0,2.0,59.0,2.0
8533,Varthur Road,1247.0,2.0,58.0,3.0
8534,Varthur Road,1050.0,2.0,42.7,2.0
8535,Varthur Road,1255.0,2.0,52.76,2.0
8537,Varthur Road,1033.0,2.0,32.0,2.0
8538,Varthur Road,822.5,1.0,13.26,1.0
8539,Varthur Road,1140.0,2.0,49.11,2.0
8540,Varthur Road,850.0,2.0,25.4,2.0
8541,Vasanthapura,1400.0,3.0,60.0,3.0
8542,Vasanthapura,1022.0,2.0,40.0,2.0
8543,Vasanthapura,1135.0,2.0,39.73,2.0
8544,Vasanthapura,995.0,2.0,34.82,2.0
8545,Vasanthapura,995.0,2.0,34.82,2.0
8546,Vasanthapura,1050.0,2.0,47.0,2.0
8547,Vasanthapura,940.0,2.0,40.0,2.0
8548,Vasanthapura,1500.0,2.0,65.0,2.0
8549,Vasanthapura,1037.0,2.0,36.28,2.0
8550,Vasanthapura,978.0,2.0,34.22,2.0
8551,Vasanthapura,1037.0,2.0,36.28,2.0
8552,Vidyaranyapura,1440.0,2.0,95.0,2.0
8553,Vidyaranyapura,1062.0,2.0,38.0,2.0
8554,Vidyaranyapura,1200.0,2.0,55.0,2.0
8555,Vidyaranyapura,1200.0,4.0,90.0,4.0
8557,Vidyaranyapura,1060.0,2.0,55.0,2.0
8558,Vidyaranyapura,1100.0,2.0,54.0,2.0
8559,Vidyaranyapura,4700.0,10.0,130.0,9.0
8560,Vidyaranyapura,1440.0,2.0,70.0,3.0
8561,Vidyaranyapura,1100.0,2.0,54.0,2.0
8562,Vidyaranyapura,1000.0,2.0,35.0,2.0
8564,Vidyaranyapura,1120.0,2.0,70.0,2.0
8565,Vidyaranyapura,945.0,2.0,40.0,2.0
8566,Vidyaranyapura,1100.0,2.0,54.0,2.0
8567,Vidyaranyapura,1200.0,2.0,65.0,3.0
8568,Vidyaranyapura,1200.0,2.0,52.0,2.0
8569,Vidyaranyapura,2640.0,6.0,225.0,5.0
8570,Vidyaranyapura,1175.0,2.0,35.0,2.0
8571,Vidyaranyapura,1050.0,2.0,50.0,2.0
8572,Vidyaranyapura,1188.0,2.0,50.0,2.0
8573,Vidyaranyapura,1100.0,2.0,75.0,3.0
8574,Vidyaranyapura,1100.0,2.0,72.0,3.0
